StudentID,Revenue_sum,InvoiceNo_nunique,avg_order_value,days_active,Quantity_sum,ClusterID,Recommendation,Recommendation_Details
STU0012,73.80344196748092,139,251.20015422277535,22,1356,1,Intermediate Skill Development,"{""primary_focus"": ""Expand knowledge and apply skills"", ""suggested_courses"": [""Advanced Techniques"", ""Project-Based Learning""], ""engagement_strategy"": ""Bi-weekly reviews and peer collaboration"", ""resources"": ""Intermediate course package with community access"", ""timeline"": ""4-8 months""}"
STU0013,213.35200501192546,61,201.43404325868215,221,118,2,Advanced Mastery Program,"{""primary_focus"": ""Achieve expertise and specialization"", ""suggested_courses"": [""Expert-Level Certification"", ""Specialization Track""], ""engagement_strategy"": ""Monthly mentorship and leadership opportunities"", ""resources"": ""Premium course suite with exclusive content"", ""timeline"": ""6-12 months""}"
STU0014,8.415536939322669,40,358.44049486239675,34,1733,2,Advanced Mastery Program,"{""primary_focus"": ""Achieve expertise and specialization"", ""suggested_courses"": [""Expert-Level Certification"", ""Specialization Track""], ""engagement_strategy"": ""Monthly mentorship and leadership opportunities"", ""resources"": ""Premium course suite with exclusive content"", ""timeline"": ""6-12 months""}"
STU0015,11.163206664740667,24,139.3875941265382,77,60,0,Foundational Learning Path,"{""primary_focus"": ""Build strong fundamentals"", ""suggested_courses"": [""Introduction to Core Concepts"", ""Basic Skills Workshop""], ""engagement_strategy"": ""Weekly check-ins and progress tracking"", ""resources"": ""Starter course bundle with mentor support"", ""timeline"": ""3-6 months""}"
STU0016,63.85205112863527,69,178.5212139291673,76,1327,1,Intermediate Skill Development,"{""primary_focus"": ""Expand knowledge and apply skills"", ""suggested_courses"": [""Advanced Techniques"", ""Project-Based Learning""], ""engagement_strategy"": ""Bi-weekly reviews and peer collaboration"", ""resources"": ""Intermediate course package with community access"", ""timeline"": ""4-8 months""}"
STU0017,32.48418383001639,12,228.53688535437024,242,1915,0,Foundational Learning Path,"{""primary_focus"": ""Build strong fundamentals"", ""suggested_courses"": [""Introduction to Core Concepts"", ""Basic Skills Workshop""], ""engagement_strategy"": ""Weekly check-ins and progress tracking"", ""resources"": ""Starter course bundle with mentor support"", ""timeline"": ""3-6 months""}"
STU0018,237.7859736941728,148,141.7674434591066,118,921,0,Foundational Learning Path,"{""primary_focus"": ""Build strong fundamentals"", ""suggested_courses"": [""Introduction to Core Concepts"", ""Basic Skills Workshop""], ""engagement_strategy"": ""Weekly check-ins and progress tracking"", ""resources"": ""Starter course bundle with mentor support"", ""timeline"": ""3-6 months""}"
STU0019,38.01435633690559,146,214.49700165508023,155,599,2,Advanced Mastery Program,"{""primary_focus"": ""Achieve expertise and specialization"", ""suggested_courses"": [""Expert-Level Certification"", ""Specialization Track""], ""engagement_strategy"": ""Monthly mentorship and leadership opportunities"", ""resources"": ""Premium course suite with exclusive content"", ""timeline"": ""6-12 months""}"
STU0020,17.841807655453405,119,294.3070520984051,120,1207,0,Foundational Learning Path,"{""primary_focus"": ""Build strong fundamentals"", ""suggested_courses"": [""Introduction to Core Concepts"", ""Basic Skills Workshop""], ""engagement_strategy"": ""Weekly check-ins and progress tracking"", ""resources"": ""Starter course bundle with mentor support"", ""timeline"": ""3-6 months""}"
STU0021,1337.3872195489707,147,375.6674532371208,237,761,0,Foundational Learning Path,"{""primary_focus"": ""Build strong fundamentals"", ""suggested_courses"": [""Introduction to Core Concepts"", ""Basic Skills Workshop""], ""engagement_strategy"": ""Weekly check-ins and progress tracking"", ""resources"": ""Starter course bundle with mentor support"", ""timeline"": ""3-6 months""}"
STU0022,105.77725860215503,96,388.2535294921144,120,72,0,Foundational Learning Path,"{""primary_focus"": ""Build strong fundamentals"", ""suggested_courses"": [""Introduction to Core Concepts"", ""Basic Skills Workshop""], ""engagement_strategy"": ""Weekly check-ins and progress tracking"", ""resources"": ""Starter course bundle with mentor support"", ""timeline"": ""3-6 months""}"
STU0023,164.2340109861126,102,414.9393689008127,43,864,0,Foundational Learning Path,"{""primary_focus"": ""Build strong fundamentals"", ""suggested_courses"": [""Introduction to Core Concepts"", ""Basic Skills Workshop""], ""engagement_strategy"": ""Weekly check-ins and progress tracking"", ""resources"": ""Starter course bundle with mentor support"", ""timeline"": ""3-6 months""}"
STU0024,17.511848705015996,70,377.221595332783,120,395,0,Foundational Learning Path,"{""primary_focus"": ""Build strong fundamentals"", ""suggested_courses"": [""Introduction to Core Concepts"", ""Basic Skills Workshop""], ""engagement_strategy"": ""Weekly check-ins and progress tracking"", ""resources"": ""Starter course bundle with mentor support"", ""timeline"": ""3-6 months""}"
STU0025,65.5901749882261,36,346.8989250065163,273,351,1,Intermediate Skill Development,"{""primary_focus"": ""Expand knowledge and apply skills"", ""suggested_courses"": [""Advanced Techniques"", ""Project-Based Learning""], ""engagement_strategy"": ""Bi-weekly reviews and peer collaboration"", ""resources"": ""Intermediate course package with community access"", ""timeline"": ""4-8 months""}"
STU0026,175.2798578966332,90,134.00310622038558,245,412,1,Intermediate Skill Development,"{""primary_focus"": ""Expand knowledge and apply skills"", ""suggested_courses"": [""Advanced Techniques"", ""Project-Based Learning""], ""engagement_strategy"": ""Bi-weekly reviews and peer collaboration"", ""resources"": ""Intermediate course package with community access"", ""timeline"": ""4-8 months""}"
STU0027,26.40384474599317,55,212.10698857857193,92,445,2,Advanced Mastery Program,"{""primary_focus"": ""Achieve expertise and specialization"", ""suggested_courses"": [""Expert-Level Certification"", ""Specialization Track""], ""engagement_strategy"": ""Monthly mentorship and leadership opportunities"", ""resources"": ""Premium course suite with exclusive content"", ""timeline"": ""6-12 months""}"
STU0028,260.74607147560545,67,249.30314762250927,51,267,2,Advanced Mastery Program,"{""primary_focus"": ""Achieve expertise and specialization"", ""suggested_courses"": [""Expert-Level Certification"", ""Specialization Track""], ""engagement_strategy"": ""Monthly mentorship and leadership opportunities"", ""resources"": ""Premium course suite with exclusive content"", ""timeline"": ""6-12 months""}"
STU0029,60.282507179529816,129,59.78783441281003,110,190,0,Foundational Learning Path,"{""primary_focus"": ""Build strong fundamentals"", ""suggested_courses"": [""Introduction to Core Concepts"", ""Basic Skills Workshop""], ""engagement_strategy"": ""Weekly check-ins and progress tracking"", ""resources"": ""Starter course bundle with mentor support"", ""timeline"": ""3-6 months""}"
STU0030,95.81884478716024,62,273.6176582226604,15,1689,0,Foundational Learning Path,"{""primary_focus"": ""Build strong fundamentals"", ""suggested_courses"": [""Introduction to Core Concepts"", ""Basic Skills Workshop""], ""engagement_strategy"": ""Weekly check-ins and progress tracking"", ""resources"": ""Starter course bundle with mentor support"", ""timeline"": ""3-6 months""}"
STU0031,60.18601893009502,62,229.44119917114688,189,1007,0,Foundational Learning Path,"{""primary_focus"": ""Build strong fundamentals"", ""suggested_courses"": [""Introduction to Core Concepts"", ""Basic Skills Workshop""], ""engagement_strategy"": ""Weekly check-ins and progress tracking"", ""resources"": ""Starter course bundle with mentor support"", ""timeline"": ""3-6 months""}"
STU0032,2388.491506350003,90,405.01243953283233,291,1283,1,Intermediate Skill Development,"{""primary_focus"": ""Expand knowledge and apply skills"", ""suggested_courses"": [""Advanced Techniques"", ""Project-Based Learning""], ""engagement_strategy"": ""Bi-weekly reviews and peer collaboration"", ""resources"": ""Intermediate course package with community access"", ""timeline"": ""4-8 months""}"
STU0033,145.43862304807217,53,489.39232100205,329,1034,0,Foundational Learning Path,"{""primary_focus"": ""Build strong fundamentals"", ""suggested_courses"": [""Introduction to Core Concepts"", ""Basic Skills Workshop""], ""engagement_strategy"": ""Weekly check-ins and progress tracking"", ""resources"": ""Starter course bundle with mentor support"", ""timeline"": ""3-6 months""}"
STU0034,30.369341813565207,74,286.88241854844057,235,1042,1,Intermediate Skill Development,"{""primary_focus"": ""Expand knowledge and apply skills"", ""suggested_courses"": [""Advanced Techniques"", ""Project-Based Learning""], ""engagement_strategy"": ""Bi-weekly reviews and peer collaboration"", ""resources"": ""Intermediate course package with community access"", ""timeline"": ""4-8 months""}"
STU0035,509.6974774034813,19,174.88946637324017,324,1696,1,Intermediate Skill Development,"{""primary_focus"": ""Expand knowledge and apply skills"", ""suggested_courses"": [""Advanced Techniques"", ""Project-Based Learning""], ""engagement_strategy"": ""Bi-weekly reviews and peer collaboration"", ""resources"": ""Intermediate course package with community access"", ""timeline"": ""4-8 months""}"
STU0036,23.77737563613138,58,40.83237598312293,238,1689,1,Intermediate Skill Development,"{""primary_focus"": ""Expand knowledge and apply skills"", ""suggested_courses"": [""Advanced Techniques"", ""Project-Based Learning""], ""engagement_strategy"": ""Bi-weekly reviews and peer collaboration"", ""resources"": ""Intermediate course package with community access"", ""timeline"": ""4-8 months""}"
STU0037,203.01815174495823,105,463.8287985073261,298,877,1,Intermediate Skill Development,"{""primary_focus"": ""Expand knowledge and apply skills"", ""suggested_courses"": [""Advanced Techniques"", ""Project-Based Learning""], ""engagement_strategy"": ""Bi-weekly reviews and peer collaboration"", ""resources"": ""Intermediate course package with community access"", ""timeline"": ""4-8 months""}"
STU0038,7.849853068105366,12,461.17554333375654,159,732,0,Foundational Learning Path,"{""primary_focus"": ""Build strong fundamentals"", ""suggested_courses"": [""Introduction to Core Concepts"", ""Basic Skills Workshop""], ""engagement_strategy"": ""Weekly check-ins and progress tracking"", ""resources"": ""Starter course bundle with mentor support"", ""timeline"": ""3-6 months""}"
STU0039,20.241216100930398,57,141.43528063483575,286,1533,2,Advanced Mastery Program,"{""primary_focus"": ""Achieve expertise and specialization"", ""suggested_courses"": [""Expert-Level Certification"", ""Specialization Track""], ""engagement_strategy"": ""Monthly mentorship and leadership opportunities"", ""resources"": ""Premium course suite with exclusive content"", ""timeline"": ""6-12 months""}"
STU0040,199.3958119014069,64,353.7973390911908,207,1053,1,Intermediate Skill Development,"{""primary_focus"": ""Expand knowledge and apply skills"", ""suggested_courses"": [""Advanced Techniques"", ""Project-Based Learning""], ""engagement_strategy"": ""Bi-weekly reviews and peer collaboration"", ""resources"": ""Intermediate course package with community access"", ""timeline"": ""4-8 months""}"
STU0041,449.30406794332424,112,56.20858260308925,79,405,0,Foundational Learning Path,"{""primary_focus"": ""Build strong fundamentals"", ""suggested_courses"": [""Introduction to Core Concepts"", ""Basic Skills Workshop""], ""engagement_strategy"": ""Weekly check-ins and progress tracking"", ""resources"": ""Starter course bundle with mentor support"", ""timeline"": ""3-6 months""}"
STU0042,191.91497238626883,9,99.7834073164414,121,1057,2,Advanced Mastery Program,"{""primary_focus"": ""Achieve expertise and specialization"", ""suggested_courses"": [""Expert-Level Certification"", ""Specialization Track""], ""engagement_strategy"": ""Monthly mentorship and leadership opportunities"", ""resources"": ""Premium course suite with exclusive content"", ""timeline"": ""6-12 months""}"
STU0043,124.77692916892033,107,124.06837116151578,13,1397,1,Intermediate Skill Development,"{""primary_focus"": ""Expand knowledge and apply skills"", ""suggested_courses"": [""Advanced Techniques"", ""Project-Based Learning""], ""engagement_strategy"": ""Bi-weekly reviews and peer collaboration"", ""resources"": ""Intermediate course package with community access"", ""timeline"": ""4-8 months""}"
STU0044,94.47586987127869,10,161.35709448292633,359,1206,2,Advanced Mastery Program,"{""primary_focus"": ""Achieve expertise and specialization"", ""suggested_courses"": [""Expert-Level Certification"", ""Specialization Track""], ""engagement_strategy"": ""Monthly mentorship and leadership opportunities"", ""resources"": ""Premium course suite with exclusive content"", ""timeline"": ""6-12 months""}"
STU0045,16.154796693389375,113,497.99906001409795,340,937,1,Intermediate Skill Development,"{""primary_focus"": ""Expand knowledge and apply skills"", ""suggested_courses"": [""Advanced Techniques"", ""Project-Based Learning""], ""engagement_strategy"": ""Bi-weekly reviews and peer collaboration"", ""resources"": ""Intermediate course package with community access"", ""timeline"": ""4-8 months""}"
STU0046,50.412224103650985,120,354.5240268146311,327,1878,1,Intermediate Skill Development,"{""primary_focus"": ""Expand knowledge and apply skills"", ""suggested_courses"": [""Advanced Techniques"", ""Project-Based Learning""], ""engagement_strategy"": ""Bi-weekly reviews and peer collaboration"", ""resources"": ""Intermediate course package with community access"", ""timeline"": ""4-8 months""}"
STU0047,74.36919746614099,98,204.41687906202557,359,1913,0,Foundational Learning Path,"{""primary_focus"": ""Build strong fundamentals"", ""suggested_courses"": [""Introduction to Core Concepts"", ""Basic Skills Workshop""], ""engagement_strategy"": ""Weekly check-ins and progress tracking"", ""resources"": ""Starter course bundle with mentor support"", ""timeline"": ""3-6 months""}"
STU0048,724.646057668233,51,373.8083388046492,104,176,0,Foundational Learning Path,"{""primary_focus"": ""Build strong fundamentals"", ""suggested_courses"": [""Introduction to Core Concepts"", ""Basic Skills Workshop""], ""engagement_strategy"": ""Weekly check-ins and progress tracking"", ""resources"": ""Starter course bundle with mentor support"", ""timeline"": ""3-6 months""}"
STU0049,248.496170350288,103,459.32208400117105,161,1179,1,Intermediate Skill Development,"{""primary_focus"": ""Expand knowledge and apply skills"", ""suggested_courses"": [""Advanced Techniques"", ""Project-Based Learning""], ""engagement_strategy"": ""Bi-weekly reviews and peer collaboration"", ""resources"": ""Intermediate course package with community access"", ""timeline"": ""4-8 months""}"
STU0050,10.542764201705836,59,480.17715555576615,320,1058,1,Intermediate Skill Development,"{""primary_focus"": ""Expand knowledge and apply skills"", ""suggested_courses"": [""Advanced Techniques"", ""Project-Based Learning""], ""engagement_strategy"": ""Bi-weekly reviews and peer collaboration"", ""resources"": ""Intermediate course package with community access"", ""timeline"": ""4-8 months""}"
STU0051,241.3205068979298,56,47.774670923699546,146,653,0,Foundational Learning Path,"{""primary_focus"": ""Build strong fundamentals"", ""suggested_courses"": [""Introduction to Core Concepts"", ""Basic Skills Workshop""], ""engagement_strategy"": ""Weekly check-ins and progress tracking"", ""resources"": ""Starter course bundle with mentor support"", ""timeline"": ""3-6 months""}"
STU0052,83.29400513161458,148,209.37046333190233,256,1872,0,Foundational Learning Path,"{""primary_focus"": ""Build strong fundamentals"", ""suggested_courses"": [""Introduction to Core Concepts"", ""Basic Skills Workshop""], ""engagement_strategy"": ""Weekly check-ins and progress tracking"", ""resources"": ""Starter course bundle with mentor support"", ""timeline"": ""3-6 months""}"
STU0053,53.76469363169662,17,71.24291164922451,252,1451,2,Advanced Mastery Program,"{""primary_focus"": ""Achieve expertise and specialization"", ""suggested_courses"": [""Expert-Level Certification"", ""Specialization Track""], ""engagement_strategy"": ""Monthly mentorship and leadership opportunities"", ""resources"": ""Premium course suite with exclusive content"", ""timeline"": ""6-12 months""}"
STU0054,371.4872091421475,118,181.11683110254233,40,1978,2,Advanced Mastery Program,"{""primary_focus"": ""Achieve expertise and specialization"", ""suggested_courses"": [""Expert-Level Certification"", ""Specialization Track""], ""engagement_strategy"": ""Monthly mentorship and leadership opportunities"", ""resources"": ""Premium course suite with exclusive content"", ""timeline"": ""6-12 months""}"
STU0055,696.8005979979423,128,101.44635386987146,49,1063,1,Intermediate Skill Development,"{""primary_focus"": ""Expand knowledge and apply skills"", ""suggested_courses"": [""Advanced Techniques"", ""Project-Based Learning""], ""engagement_strategy"": ""Bi-weekly reviews and peer collaboration"", ""resources"": ""Intermediate course package with community access"", ""timeline"": ""4-8 months""}"
STU0056,599.9943141018325,110,330.48721360098745,238,100,0,Foundational Learning Path,"{""primary_focus"": ""Build strong fundamentals"", ""suggested_courses"": [""Introduction to Core Concepts"", ""Basic Skills Workshop""], ""engagement_strategy"": ""Weekly check-ins and progress tracking"", ""resources"": ""Starter course bundle with mentor support"", ""timeline"": ""3-6 months""}"
STU0057,42.14743022311072,149,206.36882431513865,45,1102,0,Foundational Learning Path,"{""primary_focus"": ""Build strong fundamentals"", ""suggested_courses"": [""Introduction to Core Concepts"", ""Basic Skills Workshop""], ""engagement_strategy"": ""Weekly check-ins and progress tracking"", ""resources"": ""Starter course bundle with mentor support"", ""timeline"": ""3-6 months""}"
STU0058,93.33371802818307,124,130.10947793837585,232,1535,0,Foundational Learning Path,"{""primary_focus"": ""Build strong fundamentals"", ""suggested_courses"": [""Introduction to Core Concepts"", ""Basic Skills Workshop""], ""engagement_strategy"": ""Weekly check-ins and progress tracking"", ""resources"": ""Starter course bundle with mentor support"", ""timeline"": ""3-6 months""}"
STU0059,243.93337801908208,67,147.65020398283468,15,1369,2,Advanced Mastery Program,"{""primary_focus"": ""Achieve expertise and specialization"", ""suggested_courses"": [""Expert-Level Certification"", ""Specialization Track""], ""engagement_strategy"": ""Monthly mentorship and leadership opportunities"", ""resources"": ""Premium course suite with exclusive content"", ""timeline"": ""6-12 months""}"
STU0060,641.1847844712813,23,192.96564569852876,331,1370,0,Foundational Learning Path,"{""primary_focus"": ""Build strong fundamentals"", ""suggested_courses"": [""Introduction to Core Concepts"", ""Basic Skills Workshop""], ""engagement_strategy"": ""Weekly check-ins and progress tracking"", ""resources"": ""Starter course bundle with mentor support"", ""timeline"": ""3-6 months""}"
STU0061,72.32997557928957,96,144.7759341700461,229,1799,1,Intermediate Skill Development,"{""primary_focus"": ""Expand knowledge and apply skills"", ""suggested_courses"": [""Advanced Techniques"", ""Project-Based Learning""], ""engagement_strategy"": ""Bi-weekly reviews and peer collaboration"", ""resources"": ""Intermediate course package with community access"", ""timeline"": ""4-8 months""}"
STU0062,112.33792711020925,62,237.5556064778389,84,828,0,Foundational Learning Path,"{""primary_focus"": ""Build strong fundamentals"", ""suggested_courses"": [""Introduction to Core Concepts"", ""Basic Skills Workshop""], ""engagement_strategy"": ""Weekly check-ins and progress tracking"", ""resources"": ""Starter course bundle with mentor support"", ""timeline"": ""3-6 months""}"
STU0063,28.233170314567193,94,35.51165653263222,13,1480,1,Intermediate Skill Development,"{""primary_focus"": ""Expand knowledge and apply skills"", ""suggested_courses"": [""Advanced Techniques"", ""Project-Based Learning""], ""engagement_strategy"": ""Bi-weekly reviews and peer collaboration"", ""resources"": ""Intermediate course package with community access"", ""timeline"": ""4-8 months""}"
STU0064,24.672519758115225,121,154.28648344109394,344,1842,1,Intermediate Skill Development,"{""primary_focus"": ""Expand knowledge and apply skills"", ""suggested_courses"": [""Advanced Techniques"", ""Project-Based Learning""], ""engagement_strategy"": ""Bi-weekly reviews and peer collaboration"", ""resources"": ""Intermediate course package with community access"", ""timeline"": ""4-8 months""}"
STU0065,502.09469310752047,66,217.3792260186494,143,863,2,Advanced Mastery Program,"{""primary_focus"": ""Achieve expertise and specialization"", ""suggested_courses"": [""Expert-Level Certification"", ""Specialization Track""], ""engagement_strategy"": ""Monthly mentorship and leadership opportunities"", ""resources"": ""Premium course suite with exclusive content"", ""timeline"": ""6-12 months""}"
STU0066,1134.9683486290642,27,309.3353033711833,127,1686,0,Foundational Learning Path,"{""primary_focus"": ""Build strong fundamentals"", ""suggested_courses"": [""Introduction to Core Concepts"", ""Basic Skills Workshop""], ""engagement_strategy"": ""Weekly check-ins and progress tracking"", ""resources"": ""Starter course bundle with mentor support"", ""timeline"": ""3-6 months""}"
STU0067,133.21772470768605,131,150.05966840726234,103,1478,0,Foundational Learning Path,"{""primary_focus"": ""Build strong fundamentals"", ""suggested_courses"": [""Introduction to Core Concepts"", ""Basic Skills Workshop""], ""engagement_strategy"": ""Weekly check-ins and progress tracking"", ""resources"": ""Starter course bundle with mentor support"", ""timeline"": ""3-6 months""}"
STU0068,668.675805385928,141,83.92886010739986,71,1419,0,Foundational Learning Path,"{""primary_focus"": ""Build strong fundamentals"", ""suggested_courses"": [""Introduction to Core Concepts"", ""Basic Skills Workshop""], ""engagement_strategy"": ""Weekly check-ins and progress tracking"", ""resources"": ""Starter course bundle with mentor support"", ""timeline"": ""3-6 months""}"
STU0069,255.30375633925453,144,56.57618220759831,203,1695,2,Advanced Mastery Program,"{""primary_focus"": ""Achieve expertise and specialization"", ""suggested_courses"": [""Expert-Level Certification"", ""Specialization Track""], ""engagement_strategy"": ""Monthly mentorship and leadership opportunities"", ""resources"": ""Premium course suite with exclusive content"", ""timeline"": ""6-12 months""}"
STU0070,56.39160884505731,133,471.455277024984,344,469,2,Advanced Mastery Program,"{""primary_focus"": ""Achieve expertise and specialization"", ""suggested_courses"": [""Expert-Level Certification"", ""Specialization Track""], ""engagement_strategy"": ""Monthly mentorship and leadership opportunities"", ""resources"": ""Premium course suite with exclusive content"", ""timeline"": ""6-12 months""}"
STU0071,255.21170292164192,62,219.98674771447003,212,1255,1,Intermediate Skill Development,"{""primary_focus"": ""Expand knowledge and apply skills"", ""suggested_courses"": [""Advanced Techniques"", ""Project-Based Learning""], ""engagement_strategy"": ""Bi-weekly reviews and peer collaboration"", ""resources"": ""Intermediate course package with community access"", ""timeline"": ""4-8 months""}"
STU0072,1490.7801457977207,126,298.9580581667966,35,1032,1,Intermediate Skill Development,"{""primary_focus"": ""Expand knowledge and apply skills"", ""suggested_courses"": [""Advanced Techniques"", ""Project-Based Learning""], ""engagement_strategy"": ""Bi-weekly reviews and peer collaboration"", ""resources"": ""Intermediate course package with community access"", ""timeline"": ""4-8 months""}"
STU0073,140.64808807304345,5,461.2047448810686,182,874,1,Intermediate Skill Development,"{""primary_focus"": ""Expand knowledge and apply skills"", ""suggested_courses"": [""Advanced Techniques"", ""Project-Based Learning""], ""engagement_strategy"": ""Bi-weekly reviews and peer collaboration"", ""resources"": ""Intermediate course package with community access"", ""timeline"": ""4-8 months""}"
STU0074,1551.4813818519494,38,59.719241616946945,309,1074,0,Foundational Learning Path,"{""primary_focus"": ""Build strong fundamentals"", ""suggested_courses"": [""Introduction to Core Concepts"", ""Basic Skills Workshop""], ""engagement_strategy"": ""Weekly check-ins and progress tracking"", ""resources"": ""Starter course bundle with mentor support"", ""timeline"": ""3-6 months""}"
STU0075,2.9164943905662852,100,440.7975132443805,142,1904,2,Advanced Mastery Program,"{""primary_focus"": ""Achieve expertise and specialization"", ""suggested_courses"": [""Expert-Level Certification"", ""Specialization Track""], ""engagement_strategy"": ""Monthly mentorship and leadership opportunities"", ""resources"": ""Premium course suite with exclusive content"", ""timeline"": ""6-12 months""}"
STU0076,509.2065635689861,130,284.7621788211536,335,616,1,Intermediate Skill Development,"{""primary_focus"": ""Expand knowledge and apply skills"", ""suggested_courses"": [""Advanced Techniques"", ""Project-Based Learning""], ""engagement_strategy"": ""Bi-weekly reviews and peer collaboration"", ""resources"": ""Intermediate course package with community access"", ""timeline"": ""4-8 months""}"
STU0077,169.11358713098693,122,99.12044534576046,127,420,0,Foundational Learning Path,"{""primary_focus"": ""Build strong fundamentals"", ""suggested_courses"": [""Introduction to Core Concepts"", ""Basic Skills Workshop""], ""engagement_strategy"": ""Weekly check-ins and progress tracking"", ""resources"": ""Starter course bundle with mentor support"", ""timeline"": ""3-6 months""}"
STU0078,94.77341849317922,52,217.40245596097714,333,985,1,Intermediate Skill Development,"{""primary_focus"": ""Expand knowledge and apply skills"", ""suggested_courses"": [""Advanced Techniques"", ""Project-Based Learning""], ""engagement_strategy"": ""Bi-weekly reviews and peer collaboration"", ""resources"": ""Intermediate course package with community access"", ""timeline"": ""4-8 months""}"
STU0079,170.3135525252526,93,393.24909619290827,284,1984,0,Foundational Learning Path,"{""primary_focus"": ""Build strong fundamentals"", ""suggested_courses"": [""Introduction to Core Concepts"", ""Basic Skills Workshop""], ""engagement_strategy"": ""Weekly check-ins and progress tracking"", ""resources"": ""Starter course bundle with mentor support"", ""timeline"": ""3-6 months""}"
STU0080,7.5281296770565955,121,250.57763929585025,221,710,0,Foundational Learning Path,"{""primary_focus"": ""Build strong fundamentals"", ""suggested_courses"": [""Introduction to Core Concepts"", ""Basic Skills Workshop""], ""engagement_strategy"": ""Weekly check-ins and progress tracking"", ""resources"": ""Starter course bundle with mentor support"", ""timeline"": ""3-6 months""}"
STU0081,106.75026859774897,133,492.9373043194421,234,1504,1,Intermediate Skill Development,"{""primary_focus"": ""Expand knowledge and apply skills"", ""suggested_courses"": [""Advanced Techniques"", ""Project-Based Learning""], ""engagement_strategy"": ""Bi-weekly reviews and peer collaboration"", ""resources"": ""Intermediate course package with community access"", ""timeline"": ""4-8 months""}"
